ペットボ,バックラ,マザコン,ドクハラ,ズルフラ,コントロ,ズタボロ,トップク,カステラ,ツケタカ,ブラムシ,ブラザー,キーワー,ブルタッ,サングラ,スカウト,ハッピー,ハッスル,ダックス,カップル,プリムラ,コントー,クッキー,ランクス,クラスタ,サンプル,スーパー,フルオー,オーパー,ブルガタ,ゲームチ,サーチラ,クスジュー,ジャーキー,サーモグ,ペラドロ,バックス,ブラボー,ブーメラ,ポッキー,バリゲー,ヘッドバ,ニタマゴ,ノーブル,トロベリ,タッパー,ゴキブリ,トップス,グッドタ,ホッパー,トーチカ,グッドキ,バリスタ,メキシコ,ブルスー,ムズアップ,ヘッドシ
1,1,1,1,6,1,1,2,7,1,1,1,4,1,19,2,14,1,1,1,81,1,2,2,1,3,15,1,1,1,1,1,1,5,1,8,5,6,1,1,10,1,2,1,1,1,1,1,1,29,13,1,1,2,2,6,3
