ペットボ,シャキサク,ハッキリ,スクワー,コンピュー,ズルフラ,グジュグジ,コントロ,スッカラ,カステラ,ウトラン,カップラ,ブルドー,サングラ,ガッチリ,スッキリ,フルスイ,スカウト,サングリ,ハッピー,ボクサー,ブランケッ,ガシャガシ,キーボー,バッチリ,ヒーカッ,トースタ,クッキー,ジーサン,ワイトボ,スーパー,フルオー,ガラクタ,バッキリ,テクノロ,ギョロギョ,グスペッ,バックス,スクトッ,ブルパッ,パーカッ,グチャグチ,カチャカチ,ガッカリ,ブルピー,スーツケ,ノタウロ,コンバッ,サッパリ,ガチャガチ,トーチカ,バックド,シナプス,ムズアップ,ドタバタ,ズッキー
7,2,110,1,1,1,1,4,2,3,150,1,1,4,1,16,1,1,1,11,2,1,1,5,10,2,2,1,3,3,4,1,7,3,1,9,2,7,1,1,1,1,1,1,1,1,125,2,2,1,1,15,1,2,1,1
