ペットボ,コンピュー,トップツ,ガランガラ,コントロ,オーキー,トップク,トログリ,キーワー,ブースタ,スーパー,イソウル,スクトッ,カラフル,グチャグチ,チリバチ,ドーキー,サンドバ,トップス
2,1,1,1,3,1,2,11,1,1,3,2,1,1,2,1,1,2,1
