ジャーブラ,ホログラ,バックラ,ハッキリ,タップリ,スクワー,ズルフラ,コウブツ,コントロ,ズタボロ,チリスー,キーワー,スッキリ,サージロ,スカウト,ハッピー,ボクサー,カップル,オーホッ,ワーアップ,キーボー,ブースタ,バッチリ,ノーサン,パーチク,ドキワク,クッキー,ガサコソ,カッコウ,ムシャクシャ,スーパー,キャッスル,フルオー,ガラクタ,ランゲー,スッカリ,サーモグ,ブルパッ,ガチムチ,ヒョロガリ,ブーメラ,カチャカチ,ガッカリ,ブツクサ,ワイパー,コンバッ,サッパリ,ガチャガチ,ボコスカ,ブラジャー,ゴキブリ,ピーチク,コンパク,ゲートボ,トップス,タッフル,クラスク,ガクブル,パッキリ,コリスー,ムラウル,クッキリ,ドタバタ,ヘッドシ
1,21,1,37,1,1,6,1,4,4,3,1,6,1,1,3,2,3,1,1,5,1,14,1,2,1,6,1,1,1,4,13,1,7,1,2,3,2,1,1,2,1,1,3,1,1,1,2,1,1,1,2,1,1,1,1,55,1,1,1,5,2,8,1
