タタカッ,ホログラ,ハッキリ,コンピュー,コントロ,トップク,キーワー,スッキリ,サラダボ,ハッピー,カップル,ゲームク,ワーアップ,キーボー,コンスタ,サンプル,スーパー,ジャーキー,パラメー,オートロ,フルフラ,カラフル,トコブラ,ガッカリ,ハラドキ,コンパク,サンドバ,コンプリ
2,2,4,1,9,2,2,2,2,1,1,2,5,13,1,4,3,1,1,1,1,4,1,1,1,1,1,2
