こんこん,こつこつ,そろそろ
['こんこん\n'],['実際には、今までの予算の余りをこつこつと貯めていたのを、軍隊拡張費としてつぎ込んだだけだが。\n'],"['「軍需大臣、そろそろ作戦第２段階に移行しても問題はない？」\n', '「琳、そろそろ宇宙港に向かわないとね。」\n', '「まあ、それは私達には分からないからどうしようもないよ。それよりも、丁度いい時間になったから、そろそろ宇宙港に出発しようか。」\n', '「その通りです。大統領、そろそろ時間では？」\n']"
