コントロ,スーパー,スクリュー,キロメー
['\u3000コントロールルームにいるウナギ先生の指示だろう、水槽の状態が素速く船内閉鎖系に切り替わるのを確認する。'],"['\u3000国産のウナギなど、スーパーの店頭から消えて久しい。……そもそも、天然物のニホンウナギはほぼスーパーに卸されないのだが、中国産や台湾産も壊滅状態、果てはヨーロッパ産でさえ、もう手に入れるのが難しい時代だ。', '\u3000国産のウナギなど、スーパーの店頭から消えて久しい。……そもそも、天然物のニホンウナギはほぼスーパーに卸されないのだが、中国産や台湾産も壊滅状態、果てはヨーロッパ産でさえ、もう手に入れるのが難しい時代だ。']","['「スクリュー停止」', '\u3000この航海でスクリューを止めたのは何度目か、回数が多すぎて船長も覚えていない。航行記録を見なければ、誰一人答えられないだろう。', '\u3000停止状態から全力でスクリューを回転させれば、スクリュー羽根の限界を越えてしまうのだ。', '\u3000停止状態から全力でスクリューを回転させれば、スクリュー羽根の限界を越えてしまうのだ。', '\u3000自衛隊の護衛艦のように、急激な加速減速も仕事のうちなら、高価な特殊鋼材をたっぷり使った専用設計のスクリューを装備することも可能だが、民間船では経済速力時にもっとも高効率を発揮するスクリューを使用する。', '\u3000自衛隊の護衛艦のように、急激な加速減速も仕事のうちなら、高価な特殊鋼材をたっぷり使った専用設計のスクリューを装備することも可能だが、民間船では経済速力時にもっとも高効率を発揮するスクリューを使用する。']",['\u3000六千トンの海水を飲み込んでいる現在なら、送受信部の設置されたブリッジ最頂部の高さは約三十メートル、最低でも水平線までの約二十キロメートル――十海里ほどは探知できる。']
