タタタッ,ハッキリ,スクワー,コントロ,クスポロ,トップク,ツカツー,ザークラ,キーワー,サングラ,スッキリ,ツルペタ,バリボリ,ダックス,ヒラメキ,カスゴブ,ゲートク,ワーウル,クッキー,サブブリ,タプンタプ,スクラン,ガラクタ,テクノロ,サーチラ,ワースラ,キースッ,キロメー,フルチュー,ガッカリ,ハラドキ,ボートク,コンバッ,ブルメー,カッチカ,コンパク,タッフル,トーチカ,バリスタ,ムズアップ,ドタバタ
2,5,1,4,1,2,1,5,9,1,1,4,1,1,1,1,3,26,3,1,1,1,5,1,7,1,1,1,1,2,1,1,1,1,2,1,1,8,3,1,1
