ペットボ,ハッキリ,スクワー,ズルフラ,コントロ,オーキー,フルメタ,ホットコ,サングラ,ピーキー,スカウト,ペラグラ,ハッピー,カップル,キーボー,ブースタ,ヒーカッ,コウガミ,サンドロ,サンプル,ワーゲー,クタクラ,ワークシャ,ムシケラ,フクハラ,オートロ,カラフル,メチャクチャ,ガッカリ,ブストー,コンバッ,トロピカ,ガチャガチ,ドーキー,フルブー,メキシコ
11,3,3,2,1,1,25,1,32,1,2,3,1,2,2,56,1,25,72,1,1,1,9,2,1,1,1,3,1,1,20,1,2,1,5,2
