ピチャピチ,ズルフラ,ブルタッ,ピーキー,ブランケッ,バッチリ,バッフル,クッキー,クラスタ,コンスタ,テクノロ,ノコギリ,バックス,サッパリ,ピードロ,ホットロ,トップス,トーチカ,ジタブル
1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1
