ザーコン,マザコン
"['「おや、やっぱり佐々木尊は、研究内容も貴女に話してましたか。思っていた通り、かなりのマザーコンプレックスですね。私としては、都合が良いですが」\n', '\u3000私の洗脳教育のせいで、マザーコンプレックスを拗らせてはいるが、尊は過去にも環境にも負けずに、真っ直ぐ素直に育ってくれた。\n', '\u3000「病的なまでにマザーコンプレックス」でありながらも、「対外的には」「健全」で、「真人間」に成長した、と言うべきだな。うん。\n']",['［＃中見出し］尊、22歳。マザコン［＃中見出し終わり］\n']
