コンラン,ハッキリ,ホッコリ,コントロ,パラグラ,カステラ,ガッチリ,スッキリ,ハッスル,ワーアップ,キーボー,ヨロシク,シオジリ,ノタウル,サードシ,クッキー,カツウラ,サンプル,スーパー,ヒラスカ,コンメー,バックス,グチャグチ,ブーメラ,トックス,コンパク,ノータッ,タカモリ
1,2,1,31,1,2,5,1,2,1,1,1,11,2,1,1,2,1,2,1,1,1,1,1,1,1,1,24
