がったか,からくー,がしてく,するぶら,こそいら,はっきり,しくはた,とっぷか,こちから,らんどか,すっきり,しながら,ちらこそ,からもそ,だったら,からだっ,はたぶー,ことだっ,おたくだ,まじかっ,じーらん,ぎたから,だったか,こんとろ,めたのさ,もそうだ,ぶつもり,すること,きろめー,ほろぐら,たっふか,もそもこ,けたいが,からする,かったら,こんぴゅー,わなかっ,かったか,もそうと,うしたら
1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,1,1,1,2,1,1,1,2,1,2,16,1,1,1,1,1,1,1,7,2,1,1
