スッパリ,ノーウル,ジーラン,ランドバ,キーボー,ワイトボ,サンプル,スクラン,スクリュー,テクノロ,ボーブリ,バックス,カチコチ,ノタウロ,ピリオド,ブリザー
1,1,3,1,3,2,1,1,7,1,2,1,1,60,2,3
