カタコト,ハッキリ,メリトッ,コンピュー,キログラ,コントロ,フルメタ,ジャージー,スッキリ,ガッコン,バッチリ,クラスタ,オーパー,パラベラ,コンプリ,シャカクニ,シナプス
1,1,1,17,1,3,2,1,1,1,1,6,5,1,2,1,1
