コンピュー,コントロ,スッキリ,フルスイ,ツートー,カップル,キーボー,ブースタ,オーパー,グスペッ,ボトムズ,バックス,ランクイ,ブラボー,スクトッ,パーカッ,ブルクラ,プルタブ,クススタ,バリスタ,ムズアップ,ドタバタ
3,5,1,1,1,2,3,1,1,1,1,2,2,3,1,1,1,1,1,1,1,1
