コンピュー,コントロ,ウジャウジ,カップル,ドーラン,タプンタプ,サンプル,チリンチリ,ムチケッ,ノコギリ,カラフル,グチャグチ,ガチャガチ
3,3,1,1,1,1,2,1,1,1,1,8,4
