ハッキリ,フルコン,ズルフラ,コントロ,ブルカラ,ランボー,キーワー,スカウト,クラスタ,パースク,フルオー,パキスタ,テクノロ,ツーピー,ジャーヘッ,パラメー,スタムラ,メラドロ,ゲージタ,ダッフル,グチャグチ,ノープラ,コンバッ,ズルブラ,サースー,コンパク,トップス,ブリザー,ヘッドシ
1,4,1,1,1,1,1,1,2,1,4,27,1,1,1,4,1,1,1,1,1,2,2,3,8,1,1,1,2
