オドウロ,サーカス,ハッキリ,カチジャリ,ドーザー,スッキリ,ウルパー,ヘッドカ,キーボー,バッチリ,クッキー,シャッキリ,ガラクタ,コログサ,サージタ,パーカッ,ワイラン,ワイパー,コンパク,ランクシャ,ドサクサ,ツヤピカ
1,1,1,1,1,1,1,3,2,1,1,1,3,1,1,3,3,1,1,1,1,1
