ぺりぺり,べたべた,そろそろ
['\u3000無造作に手を入れた。つかんだ。二枚分の感触がしたので、一枚を紙山に戻して、それから引き抜いた。店員さんがすかさずそれを取って、ぺりぺりと開く。'],['\u3000私たちふたりはややどらいだ。だった。付き合い始めた当初から、時間を共有することこそ多かれ、必要以上にべたべたするような関係ではなかった。'],['「じゃあ、私はそろそろ行くわ」']
