ギーチュー,サブスラ,バックラ,タタタッ,フルコン,コンピュー,ワーコン,ジタバタ,コントロ,ズタボロ,トップク,スラスタ,ピーキー,キーボー,ブースタ,バッチリ,クラスタ,スーパー,イラプス,テクノロ,パラメー,キロメー,ブカメラ,ガッカリ,コンパク,トップス,クスプリ,コンプリ
1,1,1,1,4,11,1,1,5,1,1,7,1,5,8,1,6,1,21,1,1,25,1,1,2,1,1,2
