ペットボ,サーカス,ホログラ,トロピー,プスドー,スクワー,ブラスタ,コンピュー,ズルフラ,コントロ,ズタボロ,カップラ,ブルドー,ブラザー,スラスタ,キーワー,フルスイ,スカウト,ハッピー,ボクサー,ウロボロ,カップル,コンクー,キーボー,ブースタ,ザーカッ,パラドク,クラスタ,サンプル,オーパー,ガラクタ,プリンクラ,フルオロ,バックス,シナガラ,カラフル,キロメー,コンダク,ランサー,サッパリ,ゴキブリ,トップス,キリパッ,コンサー
1,1,4,2,4,1,6,2,6,5,1,1,1,1,2,2,1,1,4,2,2,1,1,4,1,1,1,2,1,1,1,2,1,4,1,1,1,8,1,1,1,1,1,1
