オドビク,ピンポイ,ガチャガチ,ドタバタ,コンパク,グラウン,キーワー,タックル,ハッキリ,ヌルゲー,メリカン,スクリーン,コンクリ,ピードタ,プスピー,ブルシュー,ブラウジ
1,1,1,1,1,4,3,1,2,1,1,1,1,1,2,1,1
