プンスカ,スカウト,チンチク,グスカー,ワンピー,ズタボロ,ピンポイ,ヒーブラ,ツンデレ,メラワー,アーハッ,ガクブル,アーボー,キーワー,モリチー,カランコロ,シックス,ハッキリ,ドングリ,スクリーン,カッチー,スポワー,スイベン,スーパー,キューコン,ベントボ,チリリン,ホログラ,スパイラ,パラシュー
1,3,1,1,8,1,1,1,4,1,1,1,7,1,1,1,1,1,1,1,1,13,3,2,2,22,1,1,1,2
