スカウト,タッカー,カンドキ,ブーメラ,ワンパン,コントロ,ガーデン,プンクラ,ガンシュー,テクノロ,ブルゲー,ピッドシ,ピーキー,スクリーン,ガラクタ,トンカチ,ドスプラ,クッキー,スタムラ,ウントロ
5,10,1,1,4,1,1,4,4,2,1,3,4,10,1,1,1,1,3,4
