ワンクッ,ワンピー,デンプン,キューアー,カステラ,ノタウロ,ピンポイ,エンペッ,トンカツ,クラシッ,トロピカ,ワンポイ,プラカー,オタマジ,コントロ,ドクパー,ボーガン,トログイ,コンクー,メリカン,チラリン,ジャーキン,プンテラ,ジンゲロ,クッキー,キューコン,リングショ,パッカー,スパイラ,カンテラ
1,1,2,1,14,2,2,1,8,2,1,1,2,5,3,1,1,2,8,1,2,1,1,1,1,22,40,2,1,1
