スカウト,ポンコツ,ワンピー,コンピュー,クーデレ,ドーピン,ブリザー,ブーメラ,エンジン,ピンポイ,カラクリ,クラシッ,コンプリ,コンチク,ワンポイ,ボーカー,ワーアップ,コンパク,ポーカー,バンカー,プラカー,ウトボタ,カタコト,デンジャー,ガクブル,グラウン,キーワー,マジキチ,デコピン,ムズアップ,ワンパタ,テクノロ,カーボー,フンドシ,ハッキリ,ワーカー,シックド,メリカン,パーカー,ザービー,ジーパン,スクリーン,ウオープン,ピーカー,クスカー,コンクリ,キーボー,ボンキュッ,バンジー,バカスカ,スカウン,ワーシー,スーパー,トンカチ,シャーペン,クッキー,カーペッ,ホログラ,パラシュー,ジャングル
1,1,2,1,2,1,1,1,4,4,20,1,3,2,1,3,2,1,1,2,1,2,1,1,1,2,1,1,1,4,1,1,2,1,3,1,1,1,1,1,1,10,1,1,2,1,2,1,1,1,1,9,8,1,1,2,2,2,1,1
