アームズ,スカウト,タッカー,ピンポー,ワンパン,ガチャガチ,グラシュー,ワーアップ,スーツケ,ソロクリ,コントロ,ジューシー,グルングル,シャンプー,トロゲー,デコピン,タックル,グジスタ,ヌルゲー,ピーキー,カックン,ドンパチ,ガラクタ,ガツハー,コンクリ,ピクシー,キーボー,ピードタ,スーパー,プスピー,リングショ,スベサラ,ホログラ,ジャングル
2,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,3,3,2,2,1,1,1,1,4,6,4,2,1,1,1,1,1
