ピッピタ,ピンポン,シースタ,ポンコツ,グーパー,ワンピー,タッカー,キングラ,コンピュー,ズタボロ,コンガー,デカスラ,ブーメラ,キンシッ,ピンポイ,カップル,トンズラ,ベンチャラ,ワンパン,ムシャクシャ,マルペッ,ツンデレ,ピードス,コンプリ,バッサバサ,コンチク,クダウン,シースラ,ヒュッヒュル,チョンピチ,ワーアップ,ピリカー,クスクラ,ワンシー,ウトボタ,プリズン,スカバリ,プチヒー,ビューンビュン,マルシュー,コントロ,ザーアー,ガクブル,スポコン,オイスタ,キーワー,ワンクリ,ビショビシ,ハッピー,コットン,マジポー,カッチカ,キングタ,クッキリ,スルハッ,カーボー,キードー,ビースタ,ハッキリ,リンアー,ジーゲー,ドングリ,マルドロ,パッカン,キチチッ,クスズボ,カックン,スクリーン,グイベン,グーパン,ピーコッ,カチコチ,チュッチュン,シーエン,ペットボ,コンクリ,マジシャン,キーボー,ボーリン,クンピー,カラカン,ピーシー,コンシュー,シープー,ガランゴロ,コンスタ,パーボン,ワーシー,スーパー,シークラ,ハーフサ,ドスタッ,ワンタッ,ベントク,チンタラ,ツーパー,トコトン,クスバタ,クッキー,バタフラ,ザックザク,デブブス,タッキラ,トンタッ,ベントボ,ボーデン,フラワー,パラシュー,ジャングル,リンブル
2,4,135,6,1,5,1,1,2,2,2,3,1,1,4,1,1,2,1,1,7,4,1,2,1,1,1,1,1,1,8,1,2,2,2,2,4,3,2,1,9,2,4,1,2,1,1,1,9,1,3,59,82,1,2,1,1,13,6,2,1,2,1,1,1,2,2,5,12,1,20,1,3,1,1,1,11,6,1,29,1,1,4,1,3,1,1,1,6,6,1,1,1,4,1,1,1,2,3,8,1,2,1,1,1,2,1,1,5,1
