スカウト,ビーカー,ワンピー,コンピュー,コンホイ,ピッキン,ドーピン,エンジン,ツンデレ,ガチャガチ,ドタバタ,ゴチャゴチ,ドロボー,ポーカー,コントロ,ブラウン,トロゲー,パーゲー,アップボー,コッワイ,カーボー,カンベン,リンピッ,フンドシ,ジーゲー,ダブスタ,スクリーン,コソドロ,スパコン,アークラ,コンベン,ピーカー,プンテラ,チンピラ,キーボー,スイベン,スーパー,ポツリポツ,クッキー,ゲームク,リングショ
1,1,2,1,1,3,3,1,2,5,1,1,2,1,1,1,1,1,1,1,1,2,1,1,3,1,1,1,2,5,4,1,2,2,1,1,2,2,2,3,2
