ポンコツ,シオノタ,ノタウロ,クリアプ,エンジン,ノソウジ,シークル,カンタラ,ザーパー,プラカー,プリズン,リングス,クリプス,ポージン,ワクチン,タックル,リンガー,キシビショ,テクノロ,クラスタ,カリプス,クリスタ,ピーキー,オンスー,ボチャボー,クスカリ,ピーカー,ウンタラ,トロスク,マジシャン,トンベリ,ジーグル,カスプリ,ビーコン,シャングリ,スーパー,ボンジリ,パーカッ,トコトン,ウロボロ,トンタッ,ジンジャー,スパイラ,エンペラ,ワードス
3,1,1,1,1,1,4,1,1,1,19,1,1,1,1,2,2,9,2,2,1,2,2,2,1,1,1,1,1,1,1,1,36,1,8,2,2,1,1,1,1,4,1,1,2
