ウハウハ,バキバキ,ゴリゴリ,ピーピー,チラチラ,ピンピン,グングン,ギリギリ
['めちゃくちゃ驚きました。ブックマークも800超えてウハウハです。\n'],"['バキバキッ バキバキッ\n', 'バキバキッ バキバキッ\n']",[' すり潰したものは、ただ雑草をすり潰したものと変わらないただの緑の汁だった。1分ほどゴリゴリしていただけでほとんど潰れたのはゲームだからだろう。\n'],['ピーピーピー！\n'],[' 町に戻っている間にも周りからチラチラと見られている感じがあったが、なんか慣れた。\n'],[' いや、違うな。あいつまだピンピンしてやがる。木がなんか違うな。太さとかは変わらないが、色とかが違う。\n'],['いつのまにか日間ランキング11位まであがって、ブックマークとポイントがグングン伸びて言ってます！とってもうれしいです！\n'],['「おっ、パッと見バカップル。遅刻ギリギリじゃねぇーか。ゲームでもしてたか？」\n']
