スカウト,ポンコツ,スルボン,ワンピー,タッカー,ワンボー,エンジン,プラシッ,ピンポイ,ヒンタラ,ワーバラ,カップル,カースタ,ドンガラ,ワンパッ,ワンパン,ムシャクシャ,コンポー,ツンデレ,ワイトボ,ガチャガチ,ドタバタ,コンビー,ワーアップ,コンパク,ポーカー,コントン,ワナカッ,メチャクチャ,ドボスク,トロチッ,チートボ,ブツクサ,パックリ,ビングジ,ウトボタ,ギスオン,コントロ,ブースタ,カタコト,ワースポ,ジーザー,シャンプー,プルガー,ハッカー,ブラジャー,デコピン,メリカサ,クンビク,キンハー,チップス,タックル,ムズアップ,キシビショ,ボンクラ,パチクリ,ハッキリ,リンアー,サバゲー,オイノシ,ピーキー,カップリン,カックン,スクリーン,ジーワー,ピッチン,フラグタ,ピーカー,ピシオン,カチコチ,デングラ,ネトゲー,チンピラ,ゴーグル,カッチー,トボブカ,キーボー,カービン,ジャンピン,カラカン,プンスタ,リンスポ,スーパー,ポンポコ,ベンジク,ポツリポツ,クッキー,プスピー,カーペッ,クスクリ,ウトツー,トンタッ,ドサクサ,スパイラ,ザクレロ,クルシュー,ジャングル
2,7,2,2,1,1,2,1,4,1,1,15,2,1,1,1,1,1,2,1,2,5,1,10,1,1,1,1,10,1,1,3,1,2,1,1,1,5,1,1,1,120,1,5,1,1,1,15,1,3,1,5,2,1,1,2,45,1,8,16,2,1,2,6,1,1,3,2,1,2,1,1,3,3,1,1,1,2,3,1,1,1,5,3,1,1,3,2,1,2,1,2,2,1,1,1,5
