スカウト,ポンコツ,ワースゴ,ワンピー,リンリーン,トンカツ,サクフワ,キャーパチ,ジューシー,タックル,ムズアップ,オンスー,テカツル,クッキー
1,1,1,1,17,1,1,1,2,3,1,2,1,1
