リンパリ,スカウト,パッカリ,タッカー,ドーピン,ピンポイ,ヒーリン,ブルクラ,ガチャガチ,ドタバタ,ワーアップ,クンガク,プルコン,ワンシー,パックリ,コントロ,ポイズン,アーボー,ズシンズシ,パチャパチ,バシャバシ,ブルスタ,ブルスラ,スクリーン,ポトリポト,ガラクタ,ヒラリヒラ,リンキン,ゴーグル,キーボー,マルクス,パッチリ,プルスラ,トンタッ,ジャングル,カンテラ
1,2,1,1,10,1,5,1,1,1,1,2,1,2,1,2,2,1,1,1,5,7,23,3,1,3,2,1,4,1,79,1,1,1,53,2
