スカウト,ワードシ,ピンポイ,ワンスル,ポイズン,スイグサ,グラウン,キーワー,キャッスル,ワイトロ,テクノロ,ジーゲー,クリスタ,ベンジャー,スクリーン,チンピラ,ゴーグル,キーボー,ジーオン,ブルカー,スーパー,リングショ,ウンドシ,ホログラ,フラワー,スパイラ,エンペラ
2,3,1,1,1,1,5,4,4,4,1,1,40,2,2,1,9,1,1,1,3,1,1,7,1,1,3
