スカウト,カークス,ポンコツ,ガードロ,ワンピー,タッカー,ズタボロ,ノタウロ,ブリザー,ブーメラ,エンジン,キンシッ,シーズン,カップル,ワンパン,アースタ,ツンデレ,ワイトボ,クラシッ,コンプリ,ピンキー,ワーアップ,ワンシー,プラカー,コントロ,ブラウン,シーフー,カンスタ,ハッピー,デコピン,ポージン,プルカッ,タックル,ムズアップ,パークリ,ワンパタ,ガツドロ,ハッキリ,パンスタ,パーカー,ギリクリ,ドタックル,ピンヒー,パンチラ,ガラクタ,ワークサ,ポーツカ,ペットボ,コンクリ,ハッキン,ツルペタ,キーボー,スーパー,ビンマジ,ベントク,クッキー,チングス,パラシュー,デコボコ,ワイトク,ワードス
8,2,1,1,6,1,1,23,1,1,1,1,1,9,3,1,6,2,2,3,12,2,1,4,12,4,1,1,1,1,1,1,1,12,1,2,1,23,1,1,1,1,9,2,1,1,3,4,1,3,1,1,28,1,2,9,3,2,2,4,28
