タッカー,コンピュー,カステラ,ブーメラ,ピンポイ,ドタバタ,タラバカ,ワーアップ,ニタリン,プリズン,カタコト,ポイズン,キーワー,ハッキリ,コリベン,アースク,ドングリ,スタブル,ピーキー,スクリーン,ヒラリヒラ,ブラコン,スーパー,ピンボー,ドサクサ,パラシュー,デコボコ
3,1,26,1,4,3,1,3,2,8,1,28,1,3,6,35,2,8,1,1,1,1,1,1,1,4,1
