スカウト,ザースー,クリザー,ワンピー,コンピュー,チンワー,バリスタ,ピンポイ,ヒーリン,ワーバラ,ワンパン,ガサスラ,ガチャガチ,コンビー,ジャーキー,ワーアップ,バンカー,メチャクチャ,ハーピー,カタブツ,カランカラ,デカブツ,ウトボタ,キーアー,クラウン,コントロ,ブラウン,ザーアー,ビュージャー,ポイズン,パーキン,ガーデン,グラウン,キーワー,ドスキー,ポージン,タックル,カーボー,リンピッ,ゲームズ,ドングリ,メリカン,グダガー,スクリーン,パンチラ,ザードス,ビントロ,ドンパチ,ジャンキー,チンピラ,キーボー,ボンキュッ,バカスカ,ピンキリ,ワーシー,スーパー,チリビー,ジャンボサ,ウンドシ,ベントボ,キングス,クンポー,ゴードン,デコボコ
2,1,94,2,11,1,13,4,18,1,3,1,1,4,1,2,1,4,1,1,1,1,4,1,5,2,48,8,4,5,12,27,1,3,5,1,2,2,1,1,1,1,1,4,1,2,11,1,1,7,2,2,1,3,1,2,8,1,5,1,2,1,46,1
