キングダ,タッカー,ブーメラ,カップル,ツンデレ,クラシッ,コンダク,ジューシュー,リンヒー,リンシャー,アーボー,ハッキリ,リンアー,リンパラ,ピッドシ,リンマジ,リングラ,マジシャン,ブラコン,ビーゲー,ブラボー,デコボコ,リンシー
5,27,1,1,1,1,19,1,1,29,2,12,4,2,2,1,4,1,1,1,1,2,3
