ニャーハッ,ムンクル,キューカン,フンコロ,ワンピー,タッカー,シーカー,カッパー,クスカラ,ネチャクラ,バンザー,プリゲー,ノタウロ,ブーメラ,カーチー,ピンポイ,ブンプラ,ツンデレ,ガードサ,クラシッ,ゴチャゴチ,カラコソ,ピラズボ,バンカー,クラクー,ハーピー,スーツケ,コントロ,リングス,ブンワー,ポイズン,シャンプー,グラウン,ポープス,クリプス,カースゴ,ハードシ,ズシムン,コロンガラ,ワクチン,キーハー,カッチカ,ブンプリ,ドサポー,グータラ,ドングリ,エンボリ,メリカン,ドカクタ,ジンクス,クチャクラ,オロワン,ブンパン,アプテラ,スクリーン,ガードシ,シナジー,トロワイ,ピーコッ,キリギリ,ドキメラ,トロバン,コンクリ,マジシャン,パッキリ,ガードス,キーボー,クダガー,ピードタ,ネチキン,カークタ,クスチー,プスアー,スカウン,ガリザー,キャッサバ,スーパー,クルガー,ガヤザワ,パーカッ,クッキー,バタフラ,ゲームク,ヒュードロ,ベントボ,ホログラ,パラシュー,プスズボ,エンペラ,カンテラ
1,543,2,1,3,4,6,11,5,3,2,1,24,1,1,2,4,3,2,1,1,2,7,1,16,30,2,29,2,10,129,1,1,6,1,35,2,10,2,143,2,1,2,17,3,1,51,1,12,1,4,14,2,13,3,2,7,22,6,3,4,1,2,6,1,28,13,10,1,1,1,18,5,3,58,1,1,1,2,1,1,21,18,3,2,5,1,5,1,3
