ナミジリ,グスカー,タッカー,ウンクラ,コンピュー,クーグラ,ドーピン,カップル,ガチャガチ,エンドロ,ドタバタ,ワーアップ,バチャバチ,ブルパン,ウトボタ,パンツル,グラウン,ワンパタ,ガサゴソ,シーハッ,カーボー,ムンガン,クスフラ,カンパー,リンクラ,フラワー,ピングス
3,1,3,3,1,1,1,2,1,2,1,1,1,3,1,1,2,1,2,1,1,1,1,1,6,12,1
