ピンポン,ワンピー,コンピュー,ブリザー,カップル,ワースタ,コンプリ,ポーカー,パシャパシ,ハーピー,ニタリン,ウトボタ,ポイズン,タックル,ジーゲー,パーカー,スクリーン,クスカリ,ペットボ,ピクシー,クスピク,ゴーグル,ガチャポン,ベントク,クッキー,プスピー,カーペッ,クリアー,チングス
1,2,2,1,4,2,1,1,3,2,1,1,2,1,15,1,5,13,1,2,8,3,3,1,1,1,5,2,2
