ポンコツ,コンピュー,ドーピン,エンジン,アーコン,キンシッ,ピンポイ,ヒーリン,ワーバラ,カラクリ,クラシッ,クダウン,ドタバタ,ワーアップ,ハーピー,ニタリン,ウトボタ,コントロ,パンツル,ジューシー,ブラウン,ザーアー,バンビー,カンカッ,ガーデン,キーワー,キャッスル,バリアー,ハッピー,ブルコン,フードカ,タックル,テクノロ,リンピッ,サバゲー,アースク,カッスカ,カタコン,チンスー,スクリーン,ウオープン,ザーグー,ワークド,ピーカー,カンキン,ジャンキー,チンピラ,ペットボ,デンブル,ジャンピン,コンシュー,コックリ,スイベン,リンクス,スタリン,バタフラ,ゲームク,ピヨコッ,カンテラ
2,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,1,27,1,5,1,2,2,1,4,5,2,1,1,1,1,1,1,1,3,3,1,10,3,3,2,1,1,1,1,1,1,12,1,1,1,6,2,1,1,2,1,1,14
