ジークン,ピンポン,クリザー,ピンポー,パープル,ガチャガチ,ワーアップ,メチャクチャ,キーワー,ドキワク,ハッキリ,スクリーン,ペットボ,スーパー,トコトン
6,6,250,2,4,12,2,2,2,1,1,1,4,2,1
