ポンコツ,タッカー,ワクドキ,ブーメラ,シーズン,クスジュー,コンプリ,ワンポイ,クンガク,アーハッ,ウトボタ,ソロクリ,コントロ,ポイズン,ガーハッ,タックル,ワンパタ,リンピッ,ピーキー,パンチラ,オタデブ,チンピラ,ペットボ,コンクリ,マジシャン,ゴーグル,ゲートボ,ピードタ,ブラボー,スーパー,ベントボ,ホログラ
2,6,1,1,2,1,1,1,1,1,1,1,2,1,1,4,1,1,1,1,1,1,1,2,1,4,1,4,1,1,4,1
