プンスカ,アームズ,スカウト,ポンコツ,グーパー,ワンピー,タッカー,モジャモジ,ハラゲー,リンゴー,ブーメラ,ドボスレ,キンシッ,カーチー,ポンパリ,ピンポイ,カップル,ワンパン,ムズゲー,ツンデレ,カラクリ,ガチャガチ,コンプリ,ドタバタ,クスサラ,ワーアップ,ドロボー,コンパク,メチャクチャ,カランカラ,デカブツ,キングサ,ウトボタ,プリズン,クラスク,コントロ,ジューシー,ジャーシー,ブラウン,ポイズン,ワードロ,マジキチ,シーフク,ハッピー,ポージン,パッチン,タックル,ワンパタ,キシビショ,ガサゴソ,テクノロ,ボンビー,ピシリパシ,パチクリ,ハッキリ,ドングリ,ブルゲー,メリカン,パラグラ,ヨロシク,ドタックル,カッピー,スクリーン,ブラドー,ガラクタ,ベリオン,カチコチ,ヒーカッ,チンピラ,コンクリ,キングリ,ゴーグル,キーボー,ガチャポン,グースカ,ピンキリ,ゲームラ,ワーシー,スーパー,マルスレ,ポツリポツ,クリアー,ウンドシ,ベントボ,ホログラ,スパイラ,ジャングル,ザートコ,カンテラ
5,16,3,2,7,15,126,2,2,1,1,1,1,1,1,2,2,2,1,1,8,4,1,2,1,7,2,2,3,2,1,2,3,1,1,6,1,4,2,17,1,1,4,1,1,1,2,2,17,1,5,1,1,3,2,1,1,1,1,3,14,1,21,1,1,1,1,1,1,2,42,3,2,2,2,1,2,7,4,2,2,3,2,1,1,8,2,1,2
