ウトギリ,スカウト,ピンポン,ポンコツ,ムンクル,クリポイ,パックン,プンワー,タッカー,パッパラ,ノタウロ,ハラゴシ,ブーメラ,ピンポイ,ピンポー,カップル,ワンパン,キチチチ,コンチク,プラシー,ワイガヤ,ウヨウジ,ワーアップ,メラアー,ポーカー,クッキン,キンデブ,マルギー,デカブツ,コントロ,ジューシー,ザーアー,シャンプー,ガクブル,ビーブル,キンハー,ガーハッ,タックル,ダクトコ,キーメタ,パンポー,ヒートボ,クラスタ,ムンガン,ビリオン,クリスタ,ヌルゲー,ワクテカ,ハッハー,タラスク,ブラブス,スクリーン,シトリン,ブンゲー,ガラクタ,シナジー,カードシ,クーポン,マジシャン,プルルン,キーボー,ゲートボ,クスヒソ,カラカン,ピーヒョロ,スーパー,クルコン,クッキー,バタフラ,デブチン,ザックザク,ピーポー,ベントボ,キングス,シナプス,エンペラ
1,3,1,6,3,1,2,1,4,1,1,1,4,2,1,2,2,2,1,1,1,1,2,2,6,3,1,4,1,1,1,3,1,1,1,1,18,1,4,1,1,1,2,1,2,4,1,1,3,1,1,1,1,2,8,1,1,3,4,1,2,1,1,2,1,4,5,9,10,1,1,2,1,13,1,2
