ピシャピシ,ドカメラ,コンピュー,エンジン,ガチャガチ,ゴチャゴチ,コントロ,キーワー,トロゲー,カラドボ,スカポイ,スカトン,カップラ,コンマジ,スーパー,デコボコ
3,7,1,1,5,1,10,1,1,1,1,5,1,1,1,2
