スカウト,ワースラ,キーパー,タッカー,ブーメラ,サクリスタ,カラクリ,チンピラ,キーボー,クルガー,プリムラ,パーカッ,カーペッ,リングショ
1,1,1,1,1,1,1,3,1,1,8,1,1,9
