ジンギス,アームズ,ブルキャッ,ドロリン,ワンピー,タッカー,ズタボロ,ブラスタ,グダウン,シャンパン,バリスタ,チラカラ,ブリザー,エンジン,ツンデレ,ワイトボ,キチチチ,コンチク,プラシー,ワイドス,ワーアップ,ガンバン,アーハッ,プルコン,ウンメエ,ブルパン,オタマジ,ポイズン,シッピシ,ハッカー,ハッピー,カタタッ,タックル,ムズアップ,ブルアー,ガサゴソ,ザーコン,クリスタ,ガタタッ,ボロウロ,キチチッ,ピーキー,リントロ,ジャンキー,チンピラ,リーンスラ,コンクリ,ハッキン,キーボー,カークラ,ハーブカ,カラカン,クーザー,ドーキャッ,クーリン,ガンリン,スーパー,チッキチ,シャーペン,チカチッ,タックラ,プスピー,バタフラ,ザックザク,ゲームク,チングス,フラワー,ガチパー
2,14,6,16,2,1,1,4,41,1,2,1,18,1,1,1,2,1,1,2,1,4,1,1,1,1,4,24,1,1,4,4,2,3,4,1,1,10,2,8,1,1,1,1,1,15,1,3,1,4,1,1,15,1,2,1,6,1,2,1,3,2,3,1,5,1,15,1
