スカウト,ポンコツ,チッカチ,キンシッ,ソロジー,ジャーキー,キューシュー,ポーカー,コントロ,ジャーシー,ポイズン,グラウン,タックル,ムズアップ,ハッキリ,クリスタ,カップラ,ワーシー,スーパー,ポツリポツ,トンタッ,サクスル
3,1,1,1,7,15,1,1,9,4,12,1,1,2,1,5,5,12,1,1,1,1
