タッカー,コンプリ,ワンポイ,ワーアップ,ドボスク,カンバカ,ザーシー,ワーピッ,ザーアー,ポイズン,カタガタ,ワーフー,パークリ,ジーゲー,スクリーン,ベリオン,アースベ,リンキン,サラオン,ザーパン,アームク,トンピン,ゲームラ,カッキン,ワンツー,ワーシー,ベントク,クリアー,スパイラ,ザーブー
1,1,1,2,1,1,1,3,2,3,1,1,1,2,2,2,1,4,150,2,2,3,1,3,1,1,1,14,4,4
