スカウト,ブーメラ,シーズン,パープル,コンパク,ウトボタ,コントロ,ポイズン,アップボー,ゴーグル,ボーリン,バンジー,ゲームラ,スーパー,コングル
1,1,1,1,1,4,2,1,3,1,3,1,1,5,1
