スカウト,クリザー,ワンピー,タッカー,ウラウネ,ノタウロ,ブーメラ,キンシッ,ピンポイ,ピョンジャン,カップル,タッポタ,チラパン,ツンデレ,コンプリ,ゴチャゴチ,ピードサ,ワーアップ,コツンコツ,コントロ,ジューシー,ポイズン,プルジュー,ガクブル,キーポイ,キーワー,キャッスル,クンビク,コテンパン,タックル,マジツン,パーカー,ヨロシク,ワーシュー,スクリーン,カーバン,グーパン,ピーカー,クッザク,キーボー,タックサ,カンパー,ゲームラ,グラブル,ベントク,クリアー,ウロボロ,ベントボ,スパイラ
1,3,6,3,1,35,2,5,5,1,1,1,1,8,1,1,2,5,1,1,1,5,2,12,1,4,1,2,1,1,1,2,1,1,3,5,1,1,2,6,2,3,1,1,1,9,15,3,1
