トンアー,グスカー,ワンピー,タッカー,ワークラ,キンクッ,カタカチャ,ドーピン,バリスタ,ブーメラ,ピンポイ,グラシオ,ヒーリン,ピンポー,カップル,ワースタ,パープル,ツンデレ,コンプリ,ドタバタ,ワンポイ,ワーアップ,ポーカー,パシャパシ,ウトボタ,コントロ,ブースタ,パンツル,フラウダ,リングス,シャンプー,ベリスク,グラウン,アーボー,キーワー,ハッピー,デコピン,ポージン,クスシー,クルスラ,コテンパン,タックル,ムズアップ,キングタ,カーボー,ポロハー,グータラ,シックド,バチコン,グスエン,ピーキー,スクリーン,ザーグリ,ドンパチ,チューデン,ピーカー,スイオン,カチコチ,ジャンキー,ザーガン,グリビン,ピードタ,グスピー,トンピン,ゲームラ,スイベン,ワーシー,スーパー,ポリシー,ベントク,ドタドタッ,クッキー,ブルタッ,ピーポー,スパイラ,ジャングル,クストコ,リンブル
1,1,7,7,18,2,1,1,1,2,1,65,3,1,3,1,7,10,1,1,1,11,1,2,1,3,11,1,1,1,3,1,1,19,2,2,2,1,1,3,1,1,8,1,3,6,2,2,1,14,1,2,2,3,1,1,1,1,6,2,2,2,3,1,1,3,3,5,1,1,1,8,1,1,2,1,1,2
