トンアー,ドーピン,ブーメラ,ジャーワー,ツンデレ,ワンポイ,ギチチチ,コントロ,カタコト,ギリバサ,リーンハー,キコモリ,グスペッ,パンシー,クッキー,ゲームク
12,1,1,2,1,1,3,1,1,1,2,1,1,28,2,2
