ワーアップ,ガクブル,ボンジュー,ムズアップ,マルトロ,ハッキリ,ゴワカリ,ウオープン,クスカリ,スイベン,スージー,プスピー,バタフラ,エンペラ
3,1,1,1,38,2,1,1,1,1,9,1,3,2
