ポンコツ,テラシー,タッカー,ツンデレ,クラスラ,ドタバタ,ワーアップ,カランカラ,ウトボタ,ザーアー,グラウン,パットン,メリカサ,コットン,ゴクサバ,コンクー,スラスタ,ハッキリ,クリスタ,ピードロ,ピーキー,ドンパチ,ガラクタ,カチコチ,ペットボ,コンクリ,リンクス,ブービー,シーリン,ポツリポツ,ゲームク,ビシバシ,リンクラ
1,1,1,3,4,2,2,3,3,2,2,1,1,1,1,1,48,17,7,1,1,1,4,1,2,6,6,1,1,2,1,1,1
