タッカー,フカサラ,ドーピン,ピンポイ,ツンデレ,クラシッ,ドタバタ,ガーガン,コントロ,コロジン,アップボー,コンペン,ビーボー,クリスタ,ヌルゲー,プチスラ,リーンスラ,スタシー,バタフラ,ザックザク,スーハー,キングス
33,1,31,2,2,1,1,1,8,2,3,2,2,10,1,19,1,1,2,1,2,1
