からくしゃ,くりすた,ぶーめら,こちから,けたこと,まるとこ,ぶつから,うところ,こんとろ,からこそ,ことから,うだしな,がたんくだ,めたばか,わんばか,するから,すべきこ,がんから,でんどろ,ことすら,わなかっ,すること,うとすれ,ぶーすか,はらうん,よろしく,ぽんこつ,ちらから,しっかり,ぽつりぽつ,すれのた,しながら,まじきこ,えんどか,もりがみ,ほろぐら,えんぶり,がつけば,まるでか,もそうは,けたから,つけたら,ぶつかっ,ばかまる,けたぴー,えんぺら,するくら,もそうだ,うとする,うとすら,ちまいそ,しなかっ,ばかげた,きゃっする,かつてく,くるから,てくるん,くすから,まるでこ,はっきり,ぶつけた
1,6,1,1,1,1,1,1,1,6,3,1,1,3,1,2,2,1,2,3,3,10,2,1,1,5,1,2,3,1,1,24,1,1,1,4,4,1,1,1,1,1,2,1,1,6,1,1,3,1,1,8,1,4,1,1,2,5,1,1,1
