ワンピー,タッカー,カステラ,ノタウロ,ブーメラ,キンシッ,カップル,ツンデレ,ワンポイ,ハーピー,ウトボタ,ワーキャッ,ジューシー,ワースポ,トロベリ,ピンゾロ,タックル,ムズアップ,ボンクラ,ハッハー,パーカー,クンフー,ピーキー,スクリーン,リントロ,シャンビュー,ピーカー,ジャンキー,ペットボ,ピンキリ,トンシー,ワーシー,スーパー,リングダ,クッキー,カーペッ,プルスラ,ベントボ
3,6,1,1,2,1,1,2,1,28,1,17,1,1,2,1,1,1,3,1,1,1,1,3,1,2,1,1,1,1,6,3,1,1,5,1,1,2
