ペットボ,ヒーメー,コンピュー,コントロ,ズタボロ,コンピコ,バックダ,トップク,プラブラ,ドーボク,キーワー,ツルペタ,ハッスル,グスピリ,ブラウザ,カップル,ワーアップ,キーボー,ブースタ,バッチリ,グースカ,ワーバラ,サンプル,スーパー,ガラクタ,ノコギリ,グスペッ,ウロチョロ,オートロ,ランクイ,スクトッ,キロメー,グータラ,ガッカリ,フットボ,ランポリ,ヒッキー,バラクラ,サンドバ,トップス,メープル,スゴカッ,ノータッ,メキシコ
3,1,1,3,1,1,1,1,1,1,1,2,1,1,6,1,28,1,5,5,1,1,6,1,1,5,1,1,1,2,3,8,1,1,1,1,1,2,3,1,1,1,3,3
