ムズアップ,ブルシャッ,バックス,ガラクタ
['\u3000礫を当てられる罪人に共感したソル。彼女を眺める討伐隊の面々の顔色は、一つに括れない。好悪にしろ何にしろ、浮かべる様相は多岐に渡る。討伐隊代表者に絞ってみても──イルルは始まる模擬戦に飛んだり跳ねたりはしゃいでおり、ホロンヘッジはソルに何故か誇らしげにサムズアップを突きつけ、ハキムは「どうにでもなれ」と呆れた面を隠さず、シャイラは沈鬱そうに目を伏せている。\n'],['\u3000ゲラート・ブルシャット。ナッドが数日ほど、彼と共に生活しての印象は「野蛮な粗忽者」という一言に収まる。ギラギラした眼光や栗色の強い髪色を見るに、ナッドの実家である帝国北部出身かもしれない。特徴と言えば、身体と態度がナッドより一回り大きく、彼が自分と同い年というのが信じられない。「自身の命をかけた天秤の前で、重石をちらつかせる相手」に、刺々しい皮肉を吐けるなど大した胆力の持ち主だ。単なる煽りたがり、つまりは考えなしの馬鹿の可能性もある。だがナッドは彼の発言の度、寿命が縮まる心地すらするのだ。もし馬鹿の類いであれば、棺桶送りも辞さない。彼は固く誓った。\n'],['\u3000目を剥いて、ナッドは咄嗟に後退する。ソルからの追撃はない。慌ててバックステップした彼を、幼女は泰然と見つめてくるだけだ。頭を庇うように片手で木刀が構えられたまま、微動だにしていない。弾いた反動も軽微そうである。小さな体躯に反した身体能力の高さは、ソルの持つオドの多さを物語る。\n'],['\u3000ソルフォートの夢はまるで、子供の頃にたくさん詰め込んだ宝箱。大人になって引っ繰り返せば、ガラクタばかりの無価値なものでしかない。無価値な物体がどれだけ詰めてあろうが、ないのと同じだ。\n']
